-10.19,4.61,0.05
-10.04,3.63,0.1
-10.6,3.51,0.15000000000000002
-10.43,4.32,0.2
-13.18,1.74,0.25
-17.03,0.88,0.3
-26.56,0.0,0.35
-32.38,-1.85,0.39999999999999997
-39.63,-2.8,0.44999999999999996
-49.58,-4.84,0.49999999999999994
-56.46,-2.86,0.5499999999999999
-65.78,-5.7,0.6
-73.21,-8.54,0.65
-76.18,-8.23,0.7000000000000001
-79.65,-7.29,0.7500000000000001
-79.77,-9.13,0.8000000000000002
-77.62,-9.97,0.8500000000000002
-76.95,-9.18,0.9000000000000002
-77.93,-10.15,0.9500000000000003
-74.49,-8.31,1.0000000000000002
-70.86,-8.42,1.0500000000000003
-64.94,-5.67,1.1000000000000003
-58.29,-3.98,1.1500000000000004
-47.91,-3.18,1.2000000000000004
-29.03,4.8,1.2500000000000004
-15.26,5.33,1.3000000000000005
-11.46,3.5,1.3500000000000005
-6.48,6.48,1.4000000000000006
-1.78,4.46,1.4500000000000006
0.0,5.63,1.5000000000000007
-3.55,7.11,1.5500000000000007
-10.44,8.53,1.6000000000000008
-13.73,15.6,1.6500000000000008
-18.46,17.45,1.7000000000000008
-23.32,16.29,1.7500000000000009
-28.3,13.23,1.800000000000001
-34.49,11.53,1.850000000000001
-41.68,12.48,1.900000000000001
-47.59,12.31,1.950000000000001
-54.45,10.31,2.000000000000001
-61.95,10.55,2.0500000000000007
-68.43,6.67,2.1000000000000005
-73.58,5.69,2.1500000000000004
-76.93,4.65,2.2
-81.4,1.86,2.25
-83.19,1.86,2.3
-81.69,0.91,2.3499999999999996
-79.89,0.91,2.3999999999999995
-80.65,1.82,2.4499999999999993
-79.41,2.77,2.499999999999999
-74.71,1.87,2.549999999999999
-69.01,1.94,2.5999999999999988
-57.86,3.03,2.6499999999999986
-43.63,0.96,2.6999999999999984
-31.89,1.83,2.7499999999999982
-24.36,6.37,2.799999999999998
-18.63,5.5,2.849999999999998
-14.03,-0.92,2.8999999999999977
-6.8,-2.54,2.9499999999999975
-4.62,-3.85,2.9999999999999973
-4.12,-5.77,3.049999999999997
-10.59,-4.39,3.099999999999997
-15.14,-8.84,3.149999999999997
-22.06,-13.21,3.1999999999999966
-32.14,-14.92,3.2499999999999964
-38.7,-13.68,3.2999999999999963
-44.36,-17.43,3.349999999999996
-53.28,-20.52,3.399999999999996
-60.15,-20.1,3.4499999999999957
-62.14,-20.71,3.4999999999999956
-66.31,-18.74,3.5499999999999954
-67.74,-18.94,3.599999999999995
-67.36,-19.52,3.649999999999995
-68.11,-19.28,3.699999999999995
-67.36,-19.52,3.7499999999999947
-66.57,-19.75,3.7999999999999945
-66.72,-17.17,3.8499999999999943
-63.5,-12.68,3.899999999999994
-55.62,-8.54,3.949999999999994
-46.94,-2.85,3.999999999999994
-41.37,4.86,4.049999999999994
-34.21,9.52,4.099999999999993
-27.14,7.23,4.149999999999993
-23.36,9.13,4.199999999999993
-16.97,11.79,4.249999999999993
-16.92,12.61,4.299999999999993
-20.97,9.86,4.3499999999999925
-25.45,8.24,4.399999999999992
-32.31,10.26,4.449999999999992
-40.18,13.39,4.499999999999992
-49.17,17.0,4.549999999999992
-59.18,13.64,4.599999999999992
-67.46,10.64,4.6499999999999915
-71.87,6.47,4.699999999999991
-76.57,2.79,4.749999999999991
-79.41,2.77,4.799999999999991
-78.72,1.84,4.849999999999991
-79.61,1.84,4.899999999999991
-86.61,1.87,4.94999999999999
-84.2,0.95,4.99999999999999
-75.37,1.91,5.04999999999999
-68.86,2.05,5.09999999999999
-53.75,0.0,5.14999999999999
-40.75,7.5,5.1999999999999895
-25.33,1.81,5.249999999999989
-20.66,0.0,5.299999999999989
-15.57,-0.9,5.349999999999989
-10.01,0.0,5.399999999999989
-9.06,0.82,5.449999999999989
-10.67,0.0,5.4999999999999885
-15.1,0.0,5.549999999999988
-21.3,-0.9,5.599999999999988
-27.67,-4.43,5.649999999999988
-42.49,-6.96,5.699999999999988
-55.85,-5.93,5.749999999999988
-63.06,-9.68,5.799999999999987
-67.8,-8.55,5.849999999999987
-70.86,-8.43,5.899999999999987
-72.77,-10.08,5.949999999999987
-75.05,-10.03,5.999999999999987
-75.69,-10.06,6.0499999999999865
-75.64,-10.98,6.099999999999986
-75.4,-11.15,6.149999999999986
-77.15,-9.51,6.199999999999986
-74.49,-8.75,6.249999999999986
-67.71,-6.88,6.299999999999986
-59.76,-9.75,6.349999999999985
-51.64,-9.81,6.399999999999985
-39.78,-12.31,6.449999999999985
-37.19,-14.58,6.499999999999985
-28.52,-11.39,6.549999999999985
-17.97,-7.98,6.5999999999999845
-11.57,-7.08,6.649999999999984
-6.21,-5.32,6.699999999999984
-2.25,-4.51,6.749999999999984
-0.83,-3.31,6.799999999999984
-6.13,-3.5,6.849999999999984
-9.83,-7.13,6.8999999999999835
-15.68,-14.67,6.949999999999983
-26.65,-15.61,6.999999999999983
-32.54,-19.64,7.049999999999983
-47.91,-22.31,7.099999999999983
-57.37,-19.68,7.149999999999983
-62.32,-20.14,7.199999999999982
-65.89,-21.01,7.249999999999982
-68.35,-20.27,7.299999999999982
-67.22,-21.44,7.349999999999982
-66.93,-21.39,7.399999999999982
-66.27,-21.28,7.4499999999999815
-62.62,-18.48,7.499999999999981
-59.88,-8.28,7.549999999999981
-53.8,-2.89,7.599999999999981
-38.85,3.79,7.649999999999981
-27.1,9.07,7.699999999999981
-8.05,19.09,7.7499999999999805
-0.67,22.05,7.79999999999998
-6.89,14.67,7.84999999999998
-11.85,12.71,7.89999999999998
-21.44,7.0,7.94999999999998
-42.49,3.42,7.99999999999998
-56.85,0.0,8.04999999999998
-66.03,0.0,8.09999999999998
-75.71,0.0,8.14999999999998
-76.39,-6.4,8.199999999999982
-77.08,-9.95,8.249999999999982
-75.61,-12.84,8.299999999999983
-76.9,-10.86,8.349999999999984
-79.61,-9.27,8.399999999999984
-79.17,-9.26,8.449999999999985
-78.86,-9.1,8.499999999999986
-74.4,-10.0,8.549999999999986
-67.7,-10.84,8.599999999999987
-61.7,-12.23,8.649999999999988
-49.26,-6.62,8.699999999999989
-32.6,-3.63,8.74999999999999
-18.43,0.0,8.79999999999999
-10.45,2.6,8.84999999999999
-3.47,0.86,8.899999999999991
0.0,0.75,8.949999999999992
3.91,1.56,8.999999999999993
2.48,0.0,9.049999999999994
-0.84,-3.36,9.099999999999994
-9.49,-8.62,9.149999999999995
-19.43,-7.28,9.199999999999996
-29.62,-8.52,9.249999999999996
-42.51,-17.12,9.299999999999997
-56.12,-15.7,9.349999999999998
-61.92,-16.06,9.399999999999999
-64.2,-15.77,9.45
-67.48,-15.7,9.5
-73.13,-15.04,9.55
-72.06,-17.53,9.600000000000001
-69.46,-19.13,9.650000000000002
-63.66,-20.44,9.700000000000003
-66.26,-15.56,9.750000000000004
-58.62,-13.46,9.800000000000004
-49.81,-13.86,9.850000000000005
-36.11,-13.99,9.900000000000006
-24.87,-6.03,9.950000000000006
-18.42,1.81,10.000000000000007
-9.02,0.0,10.050000000000008
-10.99,2.34,10.100000000000009
-2.6,3.47,10.15000000000001
-1.73,1.73,10.20000000000001
-3.27,0.0,10.25000000000001
-9.96,-5.79,10.300000000000011
-19.93,-8.01,10.350000000000012
-23.89,-6.51,10.400000000000013
-29.07,-10.61,10.450000000000014
-33.27,-14.43,10.500000000000014
-40.28,-13.68,10.550000000000015
-48.14,-15.35,10.600000000000016
-55.78,-15.34,10.650000000000016
-65.55,-14.37,10.700000000000017
-65.93,-16.75,10.750000000000018
-67.36,-19.52,10.800000000000018
-74.4,-15.56,10.85000000000002
-73.2,-16.69,10.90000000000002
-72.7,-16.64,10.95000000000002
-73.24,-15.31,11.000000000000021
-71.46,-13.96,11.050000000000022
